Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","001","World","5110","Area","6621","Arable land","1992","1992","1000 ha","1365990.3361","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1992","1992","%","28.34","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1993","1993","1000 ha","1364006.6963","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1993","1993","%","28.39","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1994","1994","1000 ha","1360592.0018","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1994","1994","%","28.19","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1995","1995","1000 ha","1360080.3583","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1995","1995","%","28.19","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1996","1996","1000 ha","1359217.0627","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1996","1996","%","28.13","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1997","1997","1000 ha","1363348.6306","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1997","1997","%","28.09","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1998","1998","1000 ha","1362527.9435","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1998","1998","%","28","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1999","1999","1000 ha","1363838.3333","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1999","1999","%","28.01","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2000","2000","1000 ha","1360809.7909","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2000","2000","%","27.92","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2001","2001","1000 ha","1361421.902","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2001","2001","%","27.92","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2002","2002","1000 ha","1359089.5334","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2002","2002","%","27.92","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2003","2003","1000 ha","1362569.417","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2003","2003","%","28.1","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2004","2004","1000 ha","1365118.6949","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2004","2004","%","28.39","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2005","2005","1000 ha","1367737.7266","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2005","2005","%","28.4","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2006","2006","1000 ha","1364683.9585","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2006","2006","%","28.34","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2007","2007","1000 ha","1363257.4387","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2007","2007","%","28.36","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2008","2008","1000 ha","1362498.5598","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2008","2008","%","28.44","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2009","2009","1000 ha","1368038.8184","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2009","2009","%","28.59","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2010","2010","1000 ha","1367633.9371","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2010","2010","%","28.59","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2011","2011","1000 ha","1375596.9527","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2011","2011","%","28.64","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2012","2012","1000 ha","1380340.3083","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2012","2012","%","28.78","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2013","2013","1000 ha","1382843.3044","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2013","2013","%","28.89","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2014","2014","1000 ha","1385090.5745","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2014","2014","%","28.94","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2015","2015","1000 ha","1388023.8153","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2015","2015","%","29.13","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2016","2016","1000 ha","1390171.1272","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2016","2016","%","29.2","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2017","2017","1000 ha","1392693.4458","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2017","2017","%","29.06","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2018","2018","1000 ha","1392772.0358","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","29.14","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2019","2019","1000 ha","1391107.4826","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","29.08","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2020","2020","1000 ha","1394226.2512","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","29.17","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2021","2021","1000 ha","1396673.2022","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2021","2021","%","29.17","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2001","2001","1000 ha","974460.3213","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2002","2002","1000 ha","973659.2185","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2003","2003","1000 ha","980718.7033","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2004","2004","1000 ha","984063.6016","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2005","2005","1000 ha","989053.539","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2006","2006","1000 ha","991880.6866","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2007","2007","1000 ha","995668.6806","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2008","2008","1000 ha","1007030.0462","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2009","2009","1000 ha","1019133.9223","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2010","2010","1000 ha","1022331.6911","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2011","2011","1000 ha","1037841.8536","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2012","2012","1000 ha","1043127.0158","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2013","2013","1000 ha","1053975.8301","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2014","2014","1000 ha","1059464.359","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2015","2015","1000 ha","1060576.6457","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2016","2016","1000 ha","1064995.2715","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2017","2017","1000 ha","1069811.7254","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2018","2018","1000 ha","1068515.0072","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2019","2019","1000 ha","1072539.161","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1079931.9545","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2021","2021","1000 ha","1087571.6128","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2001","2001","1000 ha","185385.0169","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2002","2002","1000 ha","186004.2764","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2003","2003","1000 ha","174067.4066","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2004","2004","1000 ha","179342.9687","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2005","2005","1000 ha","177944.1258","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2006","2006","1000 ha","173701.3783","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2007","2007","1000 ha","170199.0634","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","167658.8563","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2009","2009","1000 ha","165546.7828","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2010","2010","1000 ha","159372.4219","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2011","2011","1000 ha","156808.8316","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2012","2012","1000 ha","154579.0865","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2013","2013","1000 ha","149999.1134","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2014","2014","1000 ha","150133.5198","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","148563.7159","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2016","2016","1000 ha","146170.6766","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2017","2017","1000 ha","145641.0849","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2018","2018","1000 ha","145662.4753","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2019","2019","1000 ha","145539.6004","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","144645.7325","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","144132.5594","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2001","2001","1000 ha","201576.5638","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2002","2002","1000 ha","199426.0385","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2003","2003","1000 ha","207783.3071","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2004","2004","1000 ha","201712.1245","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2005","2005","1000 ha","200740.0618","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2006","2006","1000 ha","199101.8936","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2007","2007","1000 ha","197389.6947","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","187810.6573","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2009","2009","1000 ha","183356.0093","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2010","2010","1000 ha","185929.8241","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2011","2011","1000 ha","180946.2676","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2012","2012","1000 ha","182634.206","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2013","2013","1000 ha","178868.361","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2014","2014","1000 ha","175492.6957","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","178883.4538","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2016","2016","1000 ha","179003.1991","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2017","2017","1000 ha","177240.7355","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2018","2018","1000 ha","178592.6542","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2019","2019","1000 ha","173026.8111","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","169646.2272","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","164966.7988","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1961","1961","1000 ha","78210.3969","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1961","1961","%","1.76","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1962","1962","1000 ha","79938.4627","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1962","1962","%","1.8","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1963","1963","1000 ha","80146.8862","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1963","1963","%","1.8","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1964","1964","1000 ha","81257.605","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1964","1964","%","1.82","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1965","1965","1000 ha","81808.0191","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1965","1965","%","1.83","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1966","1966","1000 ha","82334.0144","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1966","1966","%","1.84","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1967","1967","1000 ha","82774.0097","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1967","1967","%","1.84","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1968","1968","1000 ha","83823.7238","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1968","1968","%","1.85","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1969","1969","1000 ha","84736.752","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1969","1969","%","1.87","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1970","1970","1000 ha","86090.552","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1970","1970","%","1.9","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1971","1971","1000 ha","87098.19","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1971","1971","%","1.92","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1972","1972","1000 ha","87868.59","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1972","1972","%","1.93","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1973","1973","1000 ha","89258.89","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1973","1973","%","1.95","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1974","1974","1000 ha","90369.09","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1974","1974","%","1.97","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1975","1975","1000 ha","91410.99","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1975","1975","%","1.99","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1976","1976","1000 ha","92663.69","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1976","1976","%","2.02","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1977","1977","1000 ha","93940.79","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1977","1977","%","2.04","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1978","1978","1000 ha","95159.59","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1978","1978","%","2.06","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1979","1979","1000 ha","96491.191","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1979","1979","%","2.09","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1980","1980","1000 ha","98071.6503","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1980","1980","%","2.11","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1981","1981","1000 ha","99171.6102","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1981","1981","%","2.14","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1982","1982","1000 ha","99804.4035","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1982","1982","%","2.14","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1983","1983","1000 ha","101195.8452","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1983","1983","%","2.17","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1984","1984","1000 ha","101745.2891","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1984","1984","%","2.17","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1985","1985","1000 ha","104102.4127","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1985","1985","%","2.2","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1986","1986","1000 ha","106639.9961","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1986","1986","%","2.26","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1987","1987","1000 ha","109817.5315","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1987","1987","%","2.32","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1988","1988","1000 ha","112104.2893","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1988","1988","%","2.36","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1989","1989","1000 ha","113163.6268","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1989","1989","%","2.37","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1990","1990","1000 ha","115425.0544","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1990","1990","%","2.42","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1991","1991","1000 ha","116388.5655","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1991","1991","%","2.43","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1992","1992","1000 ha","117708.9873","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1992","1992","%","2.44","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1993","1993","1000 ha","120190.9823","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1993","1993","%","2.5","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1994","1994","1000 ha","123097.4141","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1994","1994","%","2.55","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1995","1995","1000 ha","124239.0866","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1995","1995","%","2.57","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1996","1996","1000 ha","125541.8839","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1996","1996","%","2.6","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1997","1997","1000 ha","127071.2695","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1997","1997","%","2.62","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1998","1998","1000 ha","128442.7661","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1998","1998","%","2.64","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1999","1999","1000 ha","131302.4402","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1999","1999","%","2.7","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2000","2000","1000 ha","133134.8596","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2000","2000","%","2.73","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2001","2001","1000 ha","135461.5321","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2001","2001","%","2.78","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2002","2002","1000 ha","136848.4542","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2002","2002","%","2.81","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2003","2003","1000 ha","138975.9715","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2003","2003","%","2.87","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2004","2004","1000 ha","141849.4868","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2004","2004","%","2.95","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2005","2005","1000 ha","144954.8735","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2005","2005","%","3.01","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2006","2006","1000 ha","147787.4378","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2006","2006","%","3.07","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2007","2007","1000 ha","151012.5079","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2007","2007","%","3.14","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2008","2008","1000 ha","152592.0527","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2008","2008","%","3.19","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2009","2009","1000 ha","154735.1609","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2009","2009","%","3.23","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2010","2010","1000 ha","157727.1825","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","3.3","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2011","2011","1000 ha","160236.3699","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","3.34","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2012","2012","1000 ha","162355.2142","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","3.38","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2013","2013","1000 ha","164653.8034","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","3.44","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2014","2014","1000 ha","166129.5903","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","3.47","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2015","2015","1000 ha","169088.3201","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","3.55","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2016","2016","1000 ha","170005.5753","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","3.57","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2017","2017","1000 ha","174077.5244","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","3.63","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2018","2018","1000 ha","177921.8104","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","3.72","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2019","2019","1000 ha","180356.1758","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","3.77","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2020","2020","1000 ha","181682.6923","E","Estimated value",""
